"","x"
"1251",2.59562237089957
"1252",2.56907935821575
"1253",2.54751341736207
"1254",2.60943271100114
"1255",2.56618921217797
"1256",2.54599230152456
"1257",2.61128439392507
"1258",2.52668298674634
"1259",2.57678554144196
"1260",2.55916664965749
"1261",2.57308981348152
"1262",2.54684804716497
"1263",2.56435430457392
"1264",2.57287872880816
"1265",2.57308981348152
"1266",2.57430185910325
"1267",2.54252947820993
"1268",2.62785004725819
"1269",2.6283254685587
"1270",2.55548746716403
"1271",2.60034922693977
"1272",2.57506436219966
"1273",2.55161028662428
"1274",2.57138328156184
"1275",2.55273945804306
"1276",2.55161028662428
"1277",2.56459220038354
"1278",2.5798775436046
"1279",2.5934485723637
"1280",2.49594077624021
"1281",2.59022039198248
"1282",2.57266701385244
"1283",2.55891000396751
"1284",2.55273945804306
"1285",2.56784208572032
"1286",2.54900331328568
"1287",2.55494617684622
"1288",2.57678554144196
"1289",2.60530699727791
"1290",2.60609968013369
"1291",2.57287872880816
"1292",2.54089938594719
"1293",2.5325259246731
"1294",2.56501842686901
"1295",2.53787032313317
"1296",2.55245881477334
"1297",2.56118743240118
"1298",2.55329749465953
"1299",2.56363582933001
"1300",2.56068754844723
"1301",2.58955642234937
"1302",2.57159885597673
"1303",2.60842429628974
"1304",2.59185317913473
"1305",2.54751341736207
"1306",2.6167813037746
"1307",2.58161737138989
"1308",2.55217707731334
"1309",2.55708735339248
"1310",2.57232694981353
"1311",2.61899228016046
"1312",2.58180391678474
"1313",2.61140607654711
"1314",2.61859257249424
"1315",2.5405689541907
"1316",2.5832422255069
"1317",2.60980533211756
"1318",2.58396855084283
"1319",2.60450507462827
"1320",2.53506845134555
"1321",2.56193078142758
"1322",2.50072714599339
"1323",2.57678554144196
"1324",2.5112698737283
"1325",2.55708735339248
"1326",2.47780706106604
"1327",2.50774516978097
"1328",2.54781385421975
"1329",2.59919741899681
"1330",2.57116705064118
"1331",2.59022039198248
"1332",2.54900331328568
"1333",2.52676294642698
"1334",2.54475206658537
"1335",2.54443867621412
"1336",2.56734109489699
"1337",2.55046320449105
"1338",2.47389520373263
"1339",2.58067715131875
"1340",2.54660457504647
"1341",2.54317145133144
"1342",2.56118743240118
"1343",2.59071425541179
"1344",2.57138328156184
"1345",2.56160218123478
"1346",2.53326137539878
"1347",2.60105948112608
"1348",2.60674370936305
"1349",2.58613850109816
"1350",2.54252947820993
"1351",2.58067715131875
"1352",2.56874404723529
"1353",2.55040537033863
"1354",2.63360785657959
"1355",2.59281479610993
"1356",2.56829449458249
"1357",2.53435094406627
"1358",2.55860081381931
"1359",2.57159885597673
"1360",2.61449609194597
"1361",2.57638431191756
"1362",2.60034922693977
"1363",2.53057865017085
"1364",2.56214344315205
"1365",2.55556938850952
"1366",2.586487906757
"1367",2.57797573303012
"1368",2.54568421986219
"1369",2.55548746716403
"1370",2.59185317913473
"1371",2.5306545045462
"1372",2.56623564645834
"1373",2.60431660740459
"1374",2.64283699502144
"1375",2.59743294457805
"1376",2.59407662635243
"1377",2.51919742420401
"1378",2.53923208198885
"1379",2.51176017266883
"1380",2.56715803963237
"1381",2.48297137227016
"1382",2.59360611840617
"1383",2.5621768602357
"1384",2.53577901600341
"1385",2.5306545045462
"1386",2.54475206658537
"1387",2.59743294457805
"1388",2.55103901864024
"1389",2.62765893522691
"1390",2.54811305246697
"1391",2.59281479610993
"1392",2.54380781939749
"1393",2.54317145133144
"1394",2.56506562875864
"1395",2.59640611159244
"1396",2.6061556147077
"1397",2.56363582933001
"1398",2.55189423738677
"1399",2.55217707731334
"1400",2.55186589243705
"1401",2.54122832957134
"1402",2.57797573303012
"1403",2.5783206913882
"1404",2.60660276415566
"1405",2.5306545045462
"1406",2.60450507462827
"1407",2.54929765426213
"1408",2.53577901600341
"1409",2.54475206658537
"1410",2.58613850109816
"1411",2.59120464605268
"1412",2.55329749465953
"1413",2.51830725865304
"1414",2.59948717435114
"1415",2.58327872078777
"1416",2.5709067014865
"1417",2.54285117135772
"1418",2.6200713626555
"1419",2.54380781939749
"1420",2.58888607728776
"1421",2.57262459490676
"1422",2.54599230152456
"1423",2.55132521656201
"1424",2.60449700803349
"1425",2.55548746716403
"1426",2.55440079174774
"1427",2.60342110603126
"1428",2.55329749465953
"1429",2.5405689541907
"1430",2.57388625049945
"1431",2.57763659125134
"1432",2.55535252522104
"1433",2.49109049091486
"1434",2.57537115978837
"1435",2.56363582933001
"1436",2.57007591153006
"1437",2.54155579795925
"1438",2.63085762425251
"1439",2.55849745403915
"1440",2.57953205608614
"1441",2.57718450512007
"1442",2.55829028740437
"1443",2.61332410951773
"1444",2.54188180384212
"1445",2.57249718563274
"1446",2.546908787903
"1447",2.56261768224503
"1448",2.59438853858178
"1449",2.53577901600341
"1450",2.52007708231761
"1451",2.55103901864024
"1452",2.60768124520093
"1453",2.5560247217194
"1454",2.51321213034758
"1455",2.57475622863044
"1456",2.57051437989642
"1457",2.58436484886445
"1458",2.60218090973821
"1459",2.55446919086703
"1460",2.55735057775451
