,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoningC (all),MSZoningFV,MSZoningRH,MSZoningRL,MSZoningRM,AlleyGrvl,AlleyPave,LotShapeIR1,LotShapeIR2,LotShapeIR3,LotShapeReg,LandContourBnk,LandContourHLS,LandContourLow,LandContourLvl,LotConfigCorner,LotConfigCulDSac,LotConfigFR2,LotConfigFR3,LotConfigInside,LandSlopeGtl,LandSlopeMod,LandSlopeSev,NeighborhoodBlmngtn,NeighborhoodBlueste,NeighborhoodBrDale,NeighborhoodBrkSide,NeighborhoodClearCr,NeighborhoodCollgCr,NeighborhoodCrawfor,NeighborhoodEdwards,NeighborhoodGilbert,NeighborhoodIDOTRR,NeighborhoodMeadowV,NeighborhoodMitchel,NeighborhoodNAmes,NeighborhoodNoRidge,NeighborhoodNPkVill,NeighborhoodNridgHt,NeighborhoodNWAmes,NeighborhoodOldTown,NeighborhoodSawyer,NeighborhoodSawyerW,NeighborhoodSomerst,NeighborhoodStoneBr,NeighborhoodSWISU,NeighborhoodTimber,NeighborhoodVeenker,Condition1Artery,Condition1Feedr,Condition1Norm,Condition1PosA,Condition1PosN,Condition1RRAe,Condition1RRAn,Condition1RRNe,Condition1RRNn,Condition2Artery,Condition2Feedr,Condition2Norm,Condition2PosA,Condition2PosN,Condition2RRAe,Condition2RRAn,Condition2RRNn,BldgType1Fam,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,HouseStyle1.5Fin,HouseStyle1.5Unf,HouseStyle1Story,HouseStyle2.5Fin,HouseStyle2.5Unf,HouseStyle2Story,HouseStyleSFoyer,HouseStyleSLvl,RoofStyleFlat,RoofStyleGable,RoofStyleGambrel,RoofStyleHip,RoofStyleMansard,RoofStyleShed,RoofMatlClyTile,RoofMatlCompShg,RoofMatlMembran,RoofMatlMetal,RoofMatlRoll,RoofMatlTar&Grv,RoofMatlWdShake,RoofMatlWdShngl,ExteriorAsbShng,ExteriorAsphShn,ExteriorBrk Cmn,ExteriorBrkFace,ExteriorCBlock,ExteriorCmentBd,ExteriorHdBoard,ExteriorImStucc,ExteriorMetalSd,ExteriorOther,ExteriorPlywood,ExteriorStone,ExteriorStucco,ExteriorVinylSd,ExteriorWd Sdng,ExteriorWd Shng,MasVnrTypeBrkCmn,MasVnrTypeBrkFace,MasVnrTypeNone,MasVnrTypeStone,FoundationBrkTil,FoundationCBlock,FoundationPConc,FoundationSlab,FoundationStone,FoundationWood,BsmtQualEx,BsmtQualFa,BsmtQualGd,BsmtQualTA,BsmtCondFa,BsmtCondGd,BsmtCondPo,BsmtCondTA,BsmtExposureAv,BsmtExposureGd,BsmtExposureMn,BsmtExposureNo,BsmtFinType1ALQ,BsmtFinType1BLQ,BsmtFinType1GLQ,BsmtFinType1LwQ,BsmtFinType1Rec,BsmtFinType1Unf,BsmtFinType2ALQ,BsmtFinType2BLQ,BsmtFinType2GLQ,BsmtFinType2LwQ,BsmtFinType2Rec,BsmtFinType2Unf,HeatingFloor,HeatingGasA,HeatingGasW,HeatingGrav,HeatingOthW,HeatingWall,CentralAirN,CentralAirY,ElectricalFuseA,ElectricalFuseF,ElectricalFuseP,ElectricalSBrkr,GarageType2Types,GarageTypeAttchd,GarageTypeBasment,GarageTypeBuiltIn,GarageTypeCarPort,GarageTypeDetchd,PavedDriveN,PavedDriveP,PavedDriveY,MiscFeatureGar2,MiscFeatureOthr,MiscFeatureShed,MiscFeatureTenC,SaleTypeCOD,SaleTypeCon,SaleTypeConLD,SaleTypeConLI,SaleTypeConLw,SaleTypeCWD,SaleTypeNew,SaleTypeOth,SaleTypeWD,SaleConditionAbnorml,SaleConditionAdjLand,SaleConditionAlloca,SaleConditionFamily,SaleConditionNormal,SaleConditionPartial,y
582,582,3.044522438,4.59511985,9.449750896,8,5,2008,2009,5.726847748,0,0,7.622174595,7.622174595,7.622174595,0,7.622174595,0,0,2,1,3,0.693147181,2.197224577,1,2009,3,1390,0,4.510859507,0,0,0,0,0,8,2009,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.44230615
583,583,4.510859507,4.406719247,9.379407813,6,5,1990,1990,4.65396035,6.705639095,0,0,6.705639095,6.705639095,0,6.705639095,1,0,1,0,3,0.693147181,1.791759469,0,1978.506164,0,0,0,3.496507561,0,0,0,0,0,5,2007,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.68267668
584,584,4.33073334,4.33073334,9.510519036,10,9,1893,2000,0,0,0,7.121252453,7.121252453,7.327780538,7.134890852,7.928766322,0,0,3,1,3,0.693147181,2.302585093,1,1988,2,880,4.663439094,6.22059017,0,0,0,0,0,7,2008,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.69158354
585,585,3.931825633,3.951243719,8.719480761,4,7,1935,1995,0,0,0,6.785587645,6.785587645,6.897704943,6.371611847,7.361375429,0,0,1,0,3,0.693147181,1.945910149,0,1935,1,240,0,0,4.007333185,0,4.795790546,0,0,7,2009,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.79811193
586,586,3.044522438,4.48863637,9.345220854,8,5,2005,2006,5.342334252,7.286876412,0,6.013715156,7.533158807,7.61529834,0,7.61529834,1,0,2,0,2,0.693147181,2.079441542,2,2005,3,880,5.789960171,4.204692619,0,0,0,0,0,3,2006,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.82099068
587,587,3.433987204,4.025351691,9.236787542,6,7,1918,2000,0,5.351858133,6.408528791,0,6.705639095,6.732210706,0,6.732210706,1,0,1,0,2,0.693147181,1.791759469,0,1961,1,275,0,0,4.727387819,0,0,0,0,5,2008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.77529742
588,588,4.454347296,4.317488114,9.075779879,5,6,1982,1982,0,6.51174533,0,5.129898715,6.73459166,6.758094504,0,6.758094504,1,0,1,0,2,0.693147181,1.609437912,0,1996,2,528,0,0,0,0,0,0,0,7,2009,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.8277435
589,589,3.044522438,4.189654742,10.13046375,5,8,1968,2003,0,7.189167738,0,4.736198448,7.271008538,7.295735073,0,7.295735073,2,0,1,0,1,0.693147181,1.791759469,2,1968,1,452,0,3.891820298,0,0,4.110873864,0,0,6,2009,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11.8706069
590,590,3.713572067,3.931825633,9.116139577,5,6,1930,1960,0,0,0,6.610696045,6.610696045,6.65929392,0,6.841615476,0,0,1,0,2,0.693147181,1.609437912,0,1988,1,308,0,0,0,0,0,0,6.398594935,8,2008,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.28352488
591,591,4.110873864,4.17438727,9.026537719,7,5,2004,2004,0,6.196444128,0,5.638354669,6.647688374,6.647688374,6.70073111,7.36707706,0,0,2,1,3,0.693147181,1.945910149,0,2004,2,520,0,3.828641396,0,0,0,0,0,9,2008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.13296955
592,592,4.110873864,4.584967479,9.508888198,10,5,2008,2008,6.042632834,7.199678346,0,5.953243334,7.451822237,7.455298486,6.343880434,7.739359203,1,0,2,1,3,0.693147181,2.397895273,1,2008,3,842,5.948034989,5.616771098,0,0,0,0,0,6,2009,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13.02132905
593,593,3.044522438,4.110873864,8.794976432,5,8,1982,2003,0,6.705639095,0,0,6.705639095,6.705639095,0,6.705639095,1,0,1,0,2,0.693147181,1.609437912,0,1985,2,816,0,0,0,0,0,0,0,6,2008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.83501621
594,594,4.795790546,70.04995837,8.397508348,6,5,2003,2003,5.141663557,6.530877628,0,5.099866428,6.744059186,6.744059186,0,6.744059186,1,0,1,0,1,0.693147181,1.609437912,0,2003,2,420,4.94875989,0,0,0,0,0,0,5,2009,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.84940484
595,595,3.044522438,4.48863637,8.986071187,5,6,1975,1975,0,0,0,6.829793738,6.829793738,6.829793738,0,6.829793738,0,0,1,0,3,0.693147181,1.791759469,0,1981,1,280,0,0,0,0,0,0,0,4,2008,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.60824474
596,596,3.044522438,4.248495242,9.332823456,8,5,2005,2006,5.476463552,7.260522598,0,5.973809612,7.503840747,7.510430556,0,7.510430556,1,0,2,0,3,0.693147181,2.079441542,1,2005,3,758,5.198497031,4.33073334,0,0,4.795790546,0,0,8,2006,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.67294952
597,597,4.262679877,4.110873864,8.188966864,6,7,1910,1993,0,0,0,6.529418838,6.529418838,6.529418838,6.529418838,7.221835825,0,0,1,0,3,0.693147181,2.079441542,0,1930,1,216,0,5.068904202,0,0,0,0,0,10,2006,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.64837377
598,598,4.795790546,3.988984047,8.274611946,7,5,2006,2007,4.290459441,0,0,7.138073034,7.138073034,7.24636808,0,7.24636808,0,1.098612289,0,2,2,0.693147181,2.079441542,1,2006,3,648,4.795790546,2.833213344,0,0,0,0,0,2,2007,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.17665413
599,599,3.044522438,4.394449155,9.471550124,5,6,1977,1977,6.131226489,7.157735484,4.997212274,0,7.26612878,7.40731771,0,7.40731771,1,0,2,0,3,0.693147181,2.079441542,1,1977,2,621,0,0,0,0,0,0,0,3,2006,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.28995873
600,600,5.081404365,3.218875825,7.576097341,6,6,1980,1980,0,4.406719247,6.418364936,3.17805383,6.575075841,6.575075841,6.73459166,7.350516172,1,0,2,1,3,0.693147181,1.945910149,1,1980,2,452,5.087596335,0,0,0,0,0,0,7,2008,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.92504174
601,601,4.110873864,4.317488114,9.299083582,8,5,2005,2005,5.638354669,6.304448802,0,6.240275845,6.965080346,6.965080346,6.741700695,7.552237288,1,0,2,1,3,0.693147181,2.197224577,1,2003,2,736,5.192956851,4.110873864,0,0,0,0,0,6,2006,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.52453001
602,602,3.931825633,3.931825633,9.105090961,6,6,1937,1950,0,0,0,6.66057515,6.66057515,6.66057515,6.390240667,7.226936018,0,0,1,1,3,0.693147181,1.945910149,1,1979,1,544,0,5.093750201,0,0,4.844187086,0,0,12,2007,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.85652226
603,603,4.110873864,4.394449155,9.214531577,8,5,1992,1992,0,6.672032945,0,4.787491743,6.812345094,6.833031733,6.896694332,7.557994959,1,0,2,1,3,0.693147181,2.197224577,1,1992,2,506,4.795790546,5.017279837,0,0,0,0,0,2,2006,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12.30138737
604,604,5.081404365,3.433987204,8.065579427,7,5,2004,2005,0,0,0,6.398594935,6.398594935,6.398594935,6.398594935,7.090909822,0,0,2,1,2,0.693147181,1.609437912,0,2004,2,480,0,5.153291594,0,0,0,0,0,6,2010,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.92504174
